source,author,title,description,url,urlToImage,publishedAt,content,source_name
"{'id': None, 'name': 'Sky Sports'}",,Arsenal complete Calafiori signing from Bologna,Arsenal have completed the signing of defender Riccardo Calafiori from Bologna in a deal worth £42m.,https://www.skysports.com/football/news/11670/13185282/riccardo-calafiori-arsenal-complete-deal-worth-gbp42m-to-sign-defender-from-bologna,https://e0.365dm.com/24/07/1600x900/skysports-premier-league-arsenal_6597612.jpg?20240703160206,2024-07-29T16:15:00Z,"Arsenal have completed the signing of defender Riccardo Calafiori from Bologna in a deal worth £42m.
The 22-year-old, who can play at centre-back or left-back, has signed a five-year contract with t… [+6481 chars]",Sky Sports
"{'id': None, 'name': 'Sky Sports'}",Sam Blitz and Ben Grounds,The next John Stones? Why Arsenal chose Calafiori,<em>Sky Sports</em> takes a look at why Arsenal moved for Italy defender Riccardo Calafiori and where he will fit into Mikel Arteta's side...,https://www.skysports.com/football/news/11670/13163335/riccardo-calafiori-bolognas-cult-phenomenon-being-tracked-by-arsenal-amid-chelsea-and-juventus-interest,https://e0.365dm.com/24/07/1600x900/skysports-premier-league-arsenal_6597612.jpg?20240703160206,2024-07-29T16:15:00Z,"In March 2023, Riccardo Calafiori had a chat with Heiko Vogel, his interim manager at Basel, that would change his football career.
""Ricky, do you want to maximise your career?"" said Vogel.
He repl… [+6583 chars]",Sky Sports
"{'id': None, 'name': 'Arsenal.com'}",,Riccardo Calafiori signs for Arsenal,"The 22-year-old has arrived from Bologna, and signed a long-term contract to become our second summer recruit",https://www.arsenal.com/news/riccardo-calafiori-signs-arsenal,https://www.arsenal.com/sites/default/files/styles/desktop_16x9/public/images/calafiori-signs.png?h=d797ae95&auto=webp&itok=-DtWg9ZA,2024-07-29T16:15:00Z,"After completing his move to Arsenal, Riccardo Calafiori revealed putting pen to paper was the culmination of a decade-long dream to sign for a Premier League club.
A whirlwind couple of days has se… [+2844 chars]",Arsenal.com
"{'id': None, 'name': 'Manchester United'}",Editorial Team,Devils: Start your Player Trading Cards collection!,Owners of United’s original digital collectible now have exclusive access to our new Player Trading Cards.,https://www.manutd.com/en/news/detail/man-utd-player-trading-cards-exclusively-available-to-devils-holders-29-july-2024,https://assets.manutd.com/AssetPicker/images/0/0/20/115/1340305/2x1__1_1722267079349_large.jpg,2024-07-29T15:19:00Z,"FANTASY UNITED: ARSENAL RESULTS
While our players are currently staking their claims to be part of Erik ten Hag's first starting XI of the new Premier League season, you may also be wondering who yo… [+1019 chars]",Manchester United
"{'id': None, 'name': 'Worldsoccertalk.com'}",Kyle Fansler,Top 10 sports leagues based on media rights revenue,"Media rights in sports have exponentially grown worldwide, as competitions pull billions in revenue. Soccer has been one of the driving forces for that. The sport's continued growth has seen American broadcasters toss more cash around to attract more viewers.…",https://worldsoccertalk.com/tv/top-10-sports-leagues-based-on-media-rights-revenue/,https://worldsoccertalk.com/api/request-image/?proxy=https://ds-images.bolavip.com/news/image?src=https%3A%2F%2Fimages.worldsoccertalk.com%2Fjpg%2Ffull%2FWST_20240729_WST_519090_sports-media-rights-revenue.jpg[ampersand]width=1200[ampersand]height=740,2024-07-29T15:02:44Z,"Media rights in sports have exponentially grown worldwide, as competitions pull billions in revenue. Soccer has been one of the driving forces for that. The sports continued growth has seen American … [+3424 chars]",Worldsoccertalk.com
"{'id': None, 'name': 'Sky Sports'}",Alison Conroy and Gordon Duncan,How much can Ross County improve under the Cowie brothers?,Don Cowie is under no doubt that Ross County must improve this season as he looks to his brother to help them avoid another relegation play-off.,https://www.skysports.com/football/news/25704/13186974/ross-county-how-much-can-the-cowie-brothers-improve-the-staggies,https://e0.365dm.com/24/02/1600x900/skysports-cowie-don-ross-county_6448339.jpg?20240208101203,2024-07-29T15:00:00Z,"Don Cowie is under no doubt that Ross County must improve this season as he looks to his brother to help them avoid another relegation play-off. 
The Staggies retained their Scottish Premiership sta… [+3629 chars]",Sky Sports
"{'id': None, 'name': 'CBS Sports'}",CBS Sports Staff,"2024 Fantasy football draft prep: Rankings, rookies, advice, strategy, top 150 players by veteran NFL experts","SportsLine's 2024 Fantasy football draft bible includes Fantasy football auction values, draft advice, and mock drafts",https://www.cbssports.com/fantasy/football/news/2024-fantasy-football-draft-prep-rankings-rookies-advice-strategy-top-150-players-by-veteran-nfl-experts/,https://sportshub.cbsistatic.com/i/r/2022/09/09/2b22a023-a21f-4223-9190-8115181aa41e/thumbnail/1200x675/27e35c33520cd65e0b944d1fd55e1a7a/marquise-brown-usatsi.jpg,2024-07-29T14:43:53Z,"After one of the busiest off-seasons in NFL history, the new season is quickly approaching. You may need a refresher on where some of the biggest stars in the sport are calling home this year before … [+5471 chars]",CBS Sports
"{'id': None, 'name': 'NBCSports.com'}",NBC Sports,"Liverpool vs Arsenal: How to watch live, stream link, team news, prediction",Liverpool and Arsenal square off in Philadelphia on Wednesday in an intriguing marquee friendly.,https://www.nbcsports.com/soccer/news/liverpool-vs-arsenal-how-to-watch-live-stream-link-team-news-prediction,https://s.yimg.com/ny/api/res/1.2/XBa5MPo.Z96LBarcny19rQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/nbcsports.com/c093746d60760d9f75c53d60a66c3ceb,2024-07-29T14:22:53Z,"Liverpool and Arsenal square off in Philadelphia on Wednesday in an intriguing marquee friendly.
It should be special in Philly.
[ MORE: Scores, schedule for Premier League teams touring the USA th… [+2553 chars]",NBCSports.com
"{'id': 'four-four-two', 'name': 'FourFourTwo'}",Sean Cole,Which football club does Team GB Olympics star Adam Peaty actually support?,"Strangely, the champion swimmer from Uttoxeter has links to East Midlands rivals Derby County and Nottingham Forest",https://www.fourfourtwo.com/news/which-football-club-does-team-gb-olympics-star-adam-peaty-actually-support,https://cdn.mos.cms.futurecdn.net/5iRxsfSZpidbJuvVVPjQYf-1200-80.jpg,2024-07-29T14:00:30Z,"Football clubs love being able to call on famous fans but there's plenty of uncertainty around where Adam Peaty's loyalties lie.
The Team GB swimmer, who claimed gold medals at the last two Olympics… [+2076 chars]",FourFourTwo
"{'id': None, 'name': 'Just Arsenal News'}",Admin Martin,Mikel Arteta explains Timber’s tactical switch against Manchester United,"Mikel Arteta made a tactical switch when he put out his team for the Arsenal game against Manchester United. In pre-season, managers try to ensure they give minutes to as many players as possible and remain flexible. Last term, when Timber was fit and in the …",https://www.justarsenal.com/mikel-arteta-explains-timbers-tactical-switch-against-manchester-united/372311,https://icdn.justarsenal.com/wp-content/uploads/2024/07/Arteta-USA.jpg,2024-07-29T14:00:00Z,"Mikel Arteta made a tactical switch when he put out his team for the Arsenal game against Manchester United.
In pre-season, managers try to ensure they give minutes to as many players as possible an… [+1797 chars]",Just Arsenal News
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Andy Hunter,Ireland’s Jake O’Brien set to sign for Everton for €20 million,Lyon centre back made his senior international debut in June and is set for a five-year contract,https://www.irishtimes.com/sport/soccer/2024/07/29/irelands-jake-obrien-set-to-sign-for-everton-for-20-million/,https://www.irishtimes.com/resizer/v2/KUKZSB4QTFHCTDA4BLSCO7T54U.jpg?smart=true&auth=28efb439f3fb30ea02f45c7c40e6a2396c8c2204d78c93e31579469340a5176e&width=1200&height=630,2024-07-29T13:44:59Z,"The Lyon defender Jake OBrien has arrived on Merseyside for a medical before a proposed 20 million move to Everton. A deal for the towering Irish centre-half would not, Everton insist, signal they ar… [+1738 chars]",The Irish Times
"{'id': None, 'name': 'Sky Sports'}",Peter Smith,Cause for concern? Off-field upheaval and problems on the pitch for Chelsea,"Putting too much weight onto pre-season results is a perennial trap that must be avoided. But while alarm bells may not yet be ringing at Chelsea, their performances during their US tour so far will have many fans concerned that a summer of off-field upheaval…",https://www.skysports.com/football/news/15116/13186795/chelsea-enzo-marescas-problems-on-the-pitch-amid-a-summer-of-off-field-upheaval,https://e0.365dm.com/24/07/1600x900/skysports-maresca-enzo-chelsea_6642021.jpg?20240729125452,2024-07-29T13:15:00Z,"Putting too much weight onto pre-season results is a perennial trap that must be avoided. But while alarm bells may not yet be ringing at Chelsea, their performances during their US tour so far will … [+5835 chars]",Sky Sports
